video_id,subject,action,camera,repetition,setup
S014C003P019R001A059_rgb.avi,19,59,3,1,14
S017C002P007R001A032_rgb.avi,7,32,2,1,17
S012C003P016R001A027_rgb.avi,16,27,3,1,12
S017C002P017R002A040_rgb.avi,17,40,2,2,17
S013C002P025R002A020_rgb.avi,25,20,2,2,13
S003C003P001R001A060_rgb.avi,1,60,3,1,3
S003C003P019R001A035_rgb.avi,19,35,3,1,3
S006C002P008R001A020_rgb.avi,8,20,2,1,6
S003C003P001R002A050_rgb.avi,1,50,3,2,3
S003C003P019R002A005_rgb.avi,19,5,3,2,3
S006C002P008R002A010_rgb.avi,8,10,2,2,6
S001C003P002R001A006_rgb.avi,2,6,3,1,1
S001C003P002R002A036_rgb.avi,2,36,3,2,1
S017C003P008R001A041_rgb.avi,8,41,3,1,17
S012C002P019R001A054_rgb.avi,19,54,2,1,12
S004C002P003R001A051_rgb.avi,3,51,2,1,4
S006C003P017R002A021_rgb.avi,17,21,3,2,6
S003C002P016R001A046_rgb.avi,16,46,2,1,3
S006C003P007R001A053_rgb.avi,7,53,3,1,6
S008C002P035R002A059_rgb.avi,35,59,2,2,8
S014C003P027R002A011_rgb.avi,27,11,3,2,14
S006C003P017R001A011_rgb.avi,17,11,3,1,6
S014C003P027R001A021_rgb.avi,27,21,3,1,14
S010C003P015R001A041_rgb.avi,15,41,3,1,10
S014C003P037R002A053_rgb.avi,37,53,3,2,14
S006C002P017R002A060_rgb.avi,17,60,2,2,6
S003C003P016R001A007_rgb.avi,16,7,3,1,3
S006C002P007R001A012_rgb.avi,7,12,2,1,6
S008C003P035R002A018_rgb.avi,35,18,3,2,8
S014C002P037R001A022_rgb.avi,37,22,2,1,14
S010C002P015R002A030_rgb.avi,15,30,2,2,10
S014C002P027R002A050_rgb.avi,27,50,2,2,14
S003C003P016R002A037_rgb.avi,16,37,3,2,3
S006C002P007R002A022_rgb.avi,7,22,2,2,6
S006C002P017R001A050_rgb.avi,17,50,2,1,6
S014C002P027R001A060_rgb.avi,27,60,2,1,14
S008C003P035R001A028_rgb.avi,35,28,3,1,8
S014C002P037R002A012_rgb.avi,37,12,2,2,14
S004C003P003R002A020_rgb.avi,3,20,3,2,4
S017C002P008R002A030_rgb.avi,8,30,2,2,17
S001C002P002R001A047_rgb.avi,2,47,2,1,1
S012C003P019R002A025_rgb.avi,19,25,3,2,12
S012C003P019R001A015_rgb.avi,19,15,3,1,12
S004C003P003R001A010_rgb.avi,3,10,3,1,4
S009C002P025R002A010_rgb.avi,25,10,2,2,9
S015C003P037R002A058_rgb.avi,37,58,3,2,15
S016C002P021R002A024_rgb.avi,21,24,2,2,16
S001C003P008R001A026_rgb.avi,8,26,3,1,1
S016C002P039R001A041_rgb.avi,39,41,2,1,16
S013C003P028R001A054_rgb.avi,28,54,3,1,13
S007C003P007R001A058_rgb.avi,7,58,3,1,7
S016C002P021R001A014_rgb.avi,21,14,2,1,16
S001C003P008R002A016_rgb.avi,8,16,3,2,1
S009C002P025R001A020_rgb.avi,25,20,2,1,9
S014C003P025R001A016_rgb.avi,25,16,3,1,14
S010C003P007R002A004_rgb.avi,7,4,3,2,10
S015C002P016R002A011_rgb.avi,16,11,2,2,15
S005C002P013R002A028_rgb.avi,13,28,2,2,5
S007C002P026R002A021_rgb.avi,26,21,2,2,7
S006C003P015R001A026_rgb.avi,15,26,3,1,6
S010C003P007R001A034_rgb.avi,7,34,3,1,10
S015C002P016R001A021_rgb.avi,16,21,2,1,15
S010C003P017R002A046_rgb.avi,17,46,3,2,10
S014C003P025R002A026_rgb.avi,25,26,3,2,14
S016C003P040R001A041_rgb.avi,40,41,3,1,16
S006C003P015R002A016_rgb.avi,15,16,3,2,6
S005C002P013R001A018_rgb.avi,13,18,2,1,5
S007C002P026R001A011_rgb.avi,26,11,2,1,7
S014C002P025R001A057_rgb.avi,25,57,2,1,14
S010C002P017R001A037_rgb.avi,17,37,2,1,10
S016C002P040R002A030_rgb.avi,40,30,2,2,16
S010C002P007R002A045_rgb.avi,7,45,2,2,10
S015C003P016R002A050_rgb.avi,16,50,3,2,15
S007C003P026R002A060_rgb.avi,26,60,3,2,7
S015C003P016R001A060_rgb.avi,16,60,3,1,15
S010C002P017R002A007_rgb.avi,17,7,2,2,10
S006C002P015R002A057_rgb.avi,15,57,2,2,6
S007C003P026R001A050_rgb.avi,26,50,3,1,7
S005C003P013R001A059_rgb.avi,13,59,3,1,5
S007C002P007R002A029_rgb.avi,7,29,2,2,7
S016C003P039R002A030_rgb.avi,39,30,3,2,16
S013C002P028R002A025_rgb.avi,28,25,2,2,13
S009C003P025R002A051_rgb.avi,25,51,3,2,9
S015C002P037R002A019_rgb.avi,37,19,2,2,15
S013C002P028R001A015_rgb.avi,28,15,2,1,13
S007C002P007R001A019_rgb.avi,7,19,2,1,7
S016C003P021R001A055_rgb.avi,21,55,3,1,16
S001C002P008R002A057_rgb.avi,8,57,2,2,1
S015C002P037R001A029_rgb.avi,37,29,2,1,15
S008C002P029R001A052_rgb.avi,29,52,2,1,8
S010C003P019R002A008_rgb.avi,19,8,3,2,10
S013C002P007R001A053_rgb.avi,7,53,2,1,13
S013C002P017R002A021_rgb.avi,17,21,2,2,13
S008C002P031R001A007_rgb.avi,31,7,2,1,8
S010C003P019R001A038_rgb.avi,19,38,3,1,10
S005C002P015R001A041_rgb.avi,15,41,2,1,5
S013C002P017R001A011_rgb.avi,17,11,2,1,13
S008C002P031R002A037_rgb.avi,31,37,2,2,8
S007C003P001R002A031_rgb.avi,1,31,3,2,7
S002C002P010R002A024_rgb.avi,10,24,2,2,2
S006C002P022R002A044_rgb.avi,22,44,2,2,6
S001C003P006R002A058_rgb.avi,6,58,3,2,1
S007C003P019R001A054_rgb.avi,19,54,3,1,7
S002C002P008R001A041_rgb.avi,8,41,2,1,2
S007C003P001R001A001_rgb.avi,1,1,3,1,7
S002C002P010R001A014_rgb.avi,10,14,2,1,2
S007C002P019R002A025_rgb.avi,19,25,2,2,7
S002C003P008R002A030_rgb.avi,8,30,3,2,2
S001C002P006R002A019_rgb.avi,6,19,2,2,1
S006C003P022R002A005_rgb.avi,22,5,3,2,6
S007C002P019R001A015_rgb.avi,19,15,2,1,7
S001C002P006R001A029_rgb.avi,6,29,2,1,1
S007C002P001R001A040_rgb.avi,1,40,2,1,7
S006C003P022R001A035_rgb.avi,22,35,3,1,6
S002C003P010R001A055_rgb.avi,10,55,3,1,2
S005C003P015R002A030_rgb.avi,15,30,3,2,5
S010C002P019R002A049_rgb.avi,19,49,2,2,10
S008C003P029R001A013_rgb.avi,29,13,3,1,8
S013C003P007R001A012_rgb.avi,7,12,3,1,13
S008C003P031R001A046_rgb.avi,31,46,3,1,8
S013C003P017R002A060_rgb.avi,17,60,3,2,13
S008C003P029R002A023_rgb.avi,29,23,3,2,8
S013C003P017R001A050_rgb.avi,17,50,3,1,13
S013C003P007R002A022_rgb.avi,7,22,3,2,13
S013C002P015R001A026_rgb.avi,15,26,2,1,13
S003C002P018R002A038_rgb.avi,18,38,2,2,3
S010C003P013R002A028_rgb.avi,13,28,3,2,10
S009C003P008R002A020_rgb.avi,8,20,3,2,9
S011C002P028R002A008_rgb.avi,28,8,2,2,11
S010C003P013R001A018_rgb.avi,13,18,3,1,10
S013C002P015R002A016_rgb.avi,15,16,2,2,13
S008C002P033R001A030_rgb.avi,33,30,2,1,8
S003C002P018R001A008_rgb.avi,18,8,2,1,3
S011C002P028R001A038_rgb.avi,28,38,2,1,11
S005C002P017R002A046_rgb.avi,17,46,2,2,5
S009C003P008R001A010_rgb.avi,8,10,3,1,9
S014C002P008R001A026_rgb.avi,8,26,2,1,14
S011C003P019R001A033_rgb.avi,19,33,3,1,11
S002C002P012R001A023_rgb.avi,12,23,2,1,2
S002C002P012R002A013_rgb.avi,12,13,2,2,2
S014C002P008R002A016_rgb.avi,8,16,2,2,14
S011C003P019R002A003_rgb.avi,19,3,3,2,11
S012C002P007R001A058_rgb.avi,7,58,2,1,12
S011C003P001R002A056_rgb.avi,1,56,3,2,11
S011C002P001R001A027_rgb.avi,1,27,2,1,11
S012C003P007R002A029_rgb.avi,7,29,3,2,12
S002C003P012R002A052_rgb.avi,12,52,3,2,2
S014C003P008R002A057_rgb.avi,8,57,3,2,14
S011C002P019R002A042_rgb.avi,19,42,2,2,11
S012C003P007R001A019_rgb.avi,7,19,3,1,12
S011C002P001R002A017_rgb.avi,1,17,2,2,11
S008C003P033R002A041_rgb.avi,33,41,3,2,8
S005C003P017R001A037_rgb.avi,17,37,3,1,5
S011C003P028R002A049_rgb.avi,28,49,3,2,11
S010C002P013R001A059_rgb.avi,13,59,2,1,10
S003C003P018R001A049_rgb.avi,18,49,3,1,3
S013C003P015R002A057_rgb.avi,15,57,3,2,13
S005C003P017R002A007_rgb.avi,17,7,3,2,5
S009C002P008R001A051_rgb.avi,8,51,2,1,9
S016C002P040R001A004_rgb.avi,40,4,2,1,16
S010C002P017R002A003_rgb.avi,17,3,2,2,10
S007C003P026R001A054_rgb.avi,26,54,3,1,7
S006C002P015R002A053_rgb.avi,15,53,2,2,6
S015C003P016R002A054_rgb.avi,16,54,3,2,15
S010C002P007R002A041_rgb.avi,7,41,2,2,10
S016C002P040R002A034_rgb.avi,40,34,2,2,16
S010C002P017R001A033_rgb.avi,17,33,2,1,10
S014C002P025R001A053_rgb.avi,25,53,2,1,14
S013C002P028R001A011_rgb.avi,28,11,2,1,13
S016C003P039R001A004_rgb.avi,39,4,3,1,16
S001C002P008R002A053_rgb.avi,8,53,2,2,1
S016C003P021R001A051_rgb.avi,21,51,3,1,16
S013C002P028R002A021_rgb.avi,28,21,2,2,13
S016C003P039R002A034_rgb.avi,39,34,3,2,16
S006C003P024R002A058_rgb.avi,24,58,3,2,6
S009C003P025R002A055_rgb.avi,25,55,3,2,9
S006C002P024R001A029_rgb.avi,24,29,2,1,6
S013C003P028R001A050_rgb.avi,28,50,3,1,13
S016C002P039R001A045_rgb.avi,39,45,2,1,16
S009C002P025R001A024_rgb.avi,25,24,2,1,9
S001C003P008R002A012_rgb.avi,8,12,3,2,1
S016C002P021R001A010_rgb.avi,21,10,2,1,16
S013C003P028R002A060_rgb.avi,28,60,3,2,13
S006C002P024R002A019_rgb.avi,24,19,2,2,6
S001C003P008R001A022_rgb.avi,8,22,3,1,1
S016C002P021R002A020_rgb.avi,21,20,2,2,16
S009C002P025R002A014_rgb.avi,25,14,2,2,9
S016C003P040R001A045_rgb.avi,40,45,3,1,16
S014C003P025R002A022_rgb.avi,25,22,3,2,14
S010C003P017R002A042_rgb.avi,17,42,3,2,10
S015C002P016R001A025_rgb.avi,16,25,2,1,15
S010C003P007R001A030_rgb.avi,7,30,3,1,10
S007C002P026R001A015_rgb.avi,26,15,2,1,7
S006C003P015R002A012_rgb.avi,15,12,3,2,6
S015C002P016R002A015_rgb.avi,16,15,2,2,15
S014C003P025R001A012_rgb.avi,25,12,3,1,14
S006C003P015R001A022_rgb.avi,15,22,3,1,6
S007C002P026R002A025_rgb.avi,26,25,2,2,7
S006C002P017R001A054_rgb.avi,17,54,2,1,6
S006C002P007R002A026_rgb.avi,7,26,2,2,6
S003C003P016R002A033_rgb.avi,16,33,3,2,3
S009C002P016R001A059_rgb.avi,16,59,2,1,9
S014C002P037R002A016_rgb.avi,37,16,2,2,14
S010C002P015R001A004_rgb.avi,15,4,2,1,10
S006C002P007R001A016_rgb.avi,7,16,2,1,6
S003C003P016R001A003_rgb.avi,16,3,3,1,3
S014C002P027R002A054_rgb.avi,27,54,2,2,14
S010C002P015R002A034_rgb.avi,15,34,2,2,10
S014C002P037R001A026_rgb.avi,37,26,2,1,14
S015C002P025R001A058_rgb.avi,25,58,2,1,15
S011C002P017R001A038_rgb.avi,17,38,2,1,11
S004C003P003R001A014_rgb.avi,3,14,3,1,4
S012C003P019R001A011_rgb.avi,19,11,3,1,12
S017C002P008R001A004_rgb.avi,8,4,2,1,17
S011C002P017R002A008_rgb.avi,17,8,2,2,11
S012C003P019R002A021_rgb.avi,19,21,3,2,12
S001C002P002R001A043_rgb.avi,2,43,2,1,1
S017C002P008R002A034_rgb.avi,8,34,2,2,17
S004C003P003R002A024_rgb.avi,3,24,3,2,4
S007C002P015R002A058_rgb.avi,15,58,2,2,7
S015C003P025R001A019_rgb.avi,25,19,3,1,15
S007C003P015R001A029_rgb.avi,15,29,3,1,7
S004C002P003R001A055_rgb.avi,3,55,2,1,4
S012C002P019R001A050_rgb.avi,19,50,2,1,12
S017C003P008R001A045_rgb.avi,8,45,3,1,17
S001C003P002R002A032_rgb.avi,2,32,3,2,1
S011C003P017R002A049_rgb.avi,17,49,3,2,11
S015C003P025R002A029_rgb.avi,25,29,3,2,15
S012C002P019R002A060_rgb.avi,19,60,2,2,12
S001C003P002R001A002_rgb.avi,2,2,3,1,1
S007C003P015R002A019_rgb.avi,15,19,3,2,7
S006C003P017R001A015_rgb.avi,17,15,3,1,6
S014C003P037R002A057_rgb.avi,37,57,3,2,14
S009C003P016R001A018_rgb.avi,16,18,3,1,9
S010C003P015R001A045_rgb.avi,15,45,3,1,10
S014C003P027R001A025_rgb.avi,27,25,3,1,14
S006C003P007R001A057_rgb.avi,7,57,3,1,6
S003C002P016R001A042_rgb.avi,16,42,2,1,3
S006C003P017R002A025_rgb.avi,17,25,3,2,6
S014C003P027R002A015_rgb.avi,27,15,3,2,14
S009C003P016R002A028_rgb.avi,16,28,3,2,9
S011C002P019R002A046_rgb.avi,19,46,2,2,11
S014C003P008R002A053_rgb.avi,8,53,3,2,14
S002C003P012R002A056_rgb.avi,12,56,3,2,2
S011C002P001R002A013_rgb.avi,1,13,2,2,11
S017C002P016R001A008_rgb.avi,16,8,2,1,17
S017C002P016R002A038_rgb.avi,16,38,2,2,17
S011C002P001R001A023_rgb.avi,1,23,2,1,11
S013C003P015R002A053_rgb.avi,15,53,3,2,13
S009C002P008R001A055_rgb.avi,8,55,2,1,9
S005C003P017R002A003_rgb.avi,17,3,3,2,5
S008C003P033R002A045_rgb.avi,33,45,3,2,8
S005C003P017R001A033_rgb.avi,17,33,3,1,5
S014C002P039R002A058_rgb.avi,39,58,2,2,14
S008C002P033R001A034_rgb.avi,33,34,2,1,8
S013C002P015R002A012_rgb.avi,15,12,2,2,13
S009C003P008R001A014_rgb.avi,8,14,3,1,9
S014C003P039R001A029_rgb.avi,39,29,3,1,14
S005C002P017R002A042_rgb.avi,17,42,2,2,5
S008C002P033R002A004_rgb.avi,33,4,2,2,8
S013C002P015R001A022_rgb.avi,15,22,2,1,13
S014C003P039R002A019_rgb.avi,39,19,3,2,14
S009C003P008R002A024_rgb.avi,8,24,3,2,9
S011C003P019R002A007_rgb.avi,19,7,3,2,11
S014C002P008R002A012_rgb.avi,8,12,2,2,14
S002C002P012R002A017_rgb.avi,12,17,2,2,2
S011C003P001R002A052_rgb.avi,1,52,3,2,11
S017C003P016R001A049_rgb.avi,16,49,3,1,17
S002C002P012R001A027_rgb.avi,12,27,2,1,2
S011C003P019R001A037_rgb.avi,19,37,3,1,11
S014C002P008R001A022_rgb.avi,8,22,2,1,14
S002C003P008R001A004_rgb.avi,8,4,3,1,2
S007C002P019R001A011_rgb.avi,19,11,2,1,7
S002C003P010R001A051_rgb.avi,10,51,3,1,2
S006C003P022R001A031_rgb.avi,22,31,3,1,6
S007C002P001R001A044_rgb.avi,1,44,2,1,7
S012C003P015R002A058_rgb.avi,15,58,3,2,12
S002C003P008R002A034_rgb.avi,8,34,3,2,2
S007C002P019R002A021_rgb.avi,19,21,2,2,7
S006C003P022R002A001_rgb.avi,22,1,3,2,6
S005C003P015R001A004_rgb.avi,15,4,3,1,5
S008C003P029R002A027_rgb.avi,29,27,3,2,8
S013C003P007R002A026_rgb.avi,7,26,3,2,13
S013C003P017R001A054_rgb.avi,17,54,3,1,13
S015C003P008R002A058_rgb.avi,8,58,3,2,15
S008C003P029R001A017_rgb.avi,29,17,3,1,8
S005C003P015R002A034_rgb.avi,15,34,3,2,5
S008C003P031R001A042_rgb.avi,31,42,3,1,8
S013C003P007R001A016_rgb.avi,7,16,3,1,13
S005C002P015R001A045_rgb.avi,15,45,2,1,5
S015C002P008R001A029_rgb.avi,8,29,2,1,15
S008C002P031R002A033_rgb.avi,31,33,2,2,8
S013C002P017R001A015_rgb.avi,17,15,2,1,13
S008C002P029R001A056_rgb.avi,29,56,2,1,8
S015C002P008R002A019_rgb.avi,8,19,2,2,15
S008C002P031R001A003_rgb.avi,31,3,2,1,8
S013C002P017R002A025_rgb.avi,17,25,2,2,13
S013C002P007R001A057_rgb.avi,7,57,2,1,13
S002C002P008R001A045_rgb.avi,8,45,2,1,2
S007C003P019R001A050_rgb.avi,19,50,3,1,7
S012C002P015R001A029_rgb.avi,15,29,2,1,12
S002C002P010R001A010_rgb.avi,10,10,2,1,2
S007C003P001R001A005_rgb.avi,1,5,3,1,7
S012C002P015R002A019_rgb.avi,15,19,2,2,12
S007C003P019R002A060_rgb.avi,19,60,3,2,7
S006C002P022R002A040_rgb.avi,22,40,2,2,6
S002C002P010R002A020_rgb.avi,10,20,2,2,2
S007C003P001R002A035_rgb.avi,1,35,3,2,7
S016C002P019R002A001_rgb.avi,19,1,2,2,16
S013C003P008R002A014_rgb.avi,8,14,3,2,13
S007C003P027R002A018_rgb.avi,27,18,3,2,7
S009C002P015R001A012_rgb.avi,15,12,2,1,9
S015C003P017R002A028_rgb.avi,17,28,3,2,15
S011C003P025R002A048_rgb.avi,25,48,3,2,11
S007C003P027R001A028_rgb.avi,27,28,3,1,7
S003C003P015R001A048_rgb.avi,15,48,3,1,3
S013C003P018R002A056_rgb.avi,18,56,3,2,13
S016C002P019R001A031_rgb.avi,19,31,2,1,16
S013C003P008R001A024_rgb.avi,8,24,3,1,13
S009C002P015R002A022_rgb.avi,15,22,2,2,9
S008C003P036R002A057_rgb.avi,36,57,3,2,8
S015C003P017R001A018_rgb.avi,17,18,3,1,15
S014C003P015R002A014_rgb.avi,15,14,3,2,14
S002C003P007R001A036_rgb.avi,7,36,3,1,2
S007C002P016R001A023_rgb.avi,16,23,2,1,7
S001C002P001R002A038_rgb.avi,1,38,2,2,1
S004C003P008R001A048_rgb.avi,8,48,3,1,4
S017C002P003R001A058_rgb.avi,3,58,2,1,17
S014C003P015R001A024_rgb.avi,15,24,3,1,14
S001C002P001R001A008_rgb.avi,1,8,2,1,1
S002C003P007R002A006_rgb.avi,7,6,3,2,2
S007C002P016R002A013_rgb.avi,16,13,2,2,7
S014C002P015R002A055_rgb.avi,15,55,2,2,14
S017C003P003R002A029_rgb.avi,3,29,3,2,17
S004C002P008R002A039_rgb.avi,8,39,2,2,4
S004C002P008R001A009_rgb.avi,8,9,2,1,4
S017C003P003R001A019_rgb.avi,3,19,3,1,17
S001C003P001R001A049_rgb.avi,1,49,3,1,1
S002C002P007R002A047_rgb.avi,7,47,2,2,2
S007C003P016R002A052_rgb.avi,16,52,3,2,7
S016C003P019R002A040_rgb.avi,19,40,3,2,16
S013C002P008R002A055_rgb.avi,8,55,2,2,13
S013C002P018R001A027_rgb.avi,18,27,2,1,13
S003C002P015R002A039_rgb.avi,15,39,2,2,3
S007C002P027R002A059_rgb.avi,27,59,2,2,7
S011C002P025R002A009_rgb.avi,25,9,2,2,11
S009C003P015R001A053_rgb.avi,15,53,3,1,9
S008C002P036R001A026_rgb.avi,36,26,2,1,8
S013C002P018R002A017_rgb.avi,18,17,2,2,13
S003C002P015R001A009_rgb.avi,15,9,2,1,3
S011C002P025R001A039_rgb.avi,25,39,2,1,11
S015C002P017R001A059_rgb.avi,17,59,2,1,15
S008C002P036R002A016_rgb.avi,36,16,2,2,8
S017C003P020R001A026_rgb.avi,20,26,3,1,17
S005C003P018R002A031_rgb.avi,18,31,3,2,5
S008C003P034R002A060_rgb.avi,34,60,3,2,8
S009C002P017R002A015_rgb.avi,17,15,2,2,9
S005C003P010R001A016_rgb.avi,10,16,3,1,5
S006C002P016R002A018_rgb.avi,16,18,2,2,6
S017C003P020R002A016_rgb.avi,20,16,3,2,17
S005C003P018R001A001_rgb.avi,18,1,3,1,5
S008C003P034R001A050_rgb.avi,34,50,3,1,8
S009C002P017R001A025_rgb.avi,17,25,2,1,9
S009C002P007R002A057_rgb.avi,7,57,2,2,9
S006C002P016R001A028_rgb.avi,16,28,2,1,6
S005C003P010R002A026_rgb.avi,10,26,3,2,5
S017C002P009R002A048_rgb.avi,9,48,2,2,17
S008C002P015R002A029_rgb.avi,15,29,2,2,8
S014C003P017R001A013_rgb.avi,17,13,3,1,14
S008C002P015R001A019_rgb.avi,15,19,2,1,8
S010C003P025R002A043_rgb.avi,25,43,3,2,10
S014C003P017R002A023_rgb.avi,17,23,3,2,14
