video_id,subject,action,camera,repetition,setup
S003C003P016R001A007_rgb.avi,16,7,3,1,3
S023C002P055R001A088_rgb.avi,55,88,2,1,23
S031C001P097R001A095_rgb.avi,97,95,1,1,31
S030C001P091R002A120_rgb.avi,91,120,1,2,30
S008C003P035R002A018_rgb.avi,35,18,3,2,8
S010C002P015R002A030_rgb.avi,15,30,2,2,10
S014C002P027R002A050_rgb.avi,27,50,2,2,14
S003C003P016R002A037_rgb.avi,16,37,3,2,3
S014C001P015R001A052_rgb.avi,15,52,1,1,14
S006C002P017R001A050_rgb.avi,17,50,2,1,6
S021C003P055R002A103_rgb.avi,55,103,3,2,21
S014C002P027R001A060_rgb.avi,27,60,2,1,14
S027C003P082R001A107_rgb.avi,82,107,3,1,27
S027C001P085R001A087_rgb.avi,85,87,1,1,27
S008C003P035R001A028_rgb.avi,35,28,3,1,8
S030C001P091R001A110_rgb.avi,91,110,1,1,30
S031C003P098R001A102_rgb.avi,98,102,3,1,31
S013C001P018R001A010_rgb.avi,18,10,1,1,13
S028C002P046R001A061_rgb.avi,46,61,2,1,28
S017C002P008R002A030_rgb.avi,8,30,2,2,17
S001C002P002R001A047_rgb.avi,2,47,2,1,1
S012C003P019R002A025_rgb.avi,19,25,3,2,12
S028C001P008R002A117_rgb.avi,8,117,1,2,28
S013C001P008R001A052_rgb.avi,8,52,1,1,13
S013C001P018R002A020_rgb.avi,18,20,1,2,13
S029C003P089R002A111_rgb.avi,89,111,3,2,29
S023C002P059R002A116_rgb.avi,59,116,2,2,23
S030C001P095R002A099_rgb.avi,95,99,1,2,30
S030C003P092R002A119_rgb.avi,92,119,3,2,30
S012C003P019R001A015_rgb.avi,19,15,3,1,12
S009C001P017R002A022_rgb.avi,17,22,1,2,9
S032C003P008R002A082_rgb.avi,8,82,3,2,32
S031C003P100R002A115_rgb.avi,100,115,3,2,31
S009C002P025R002A010_rgb.avi,25,10,2,2,9
S001C003P008R001A026_rgb.avi,8,26,3,1,1
S013C003P028R001A054_rgb.avi,28,54,3,1,13
S009C001P017R001A012_rgb.avi,17,12,1,1,9
S001C003P008R002A016_rgb.avi,8,16,3,2,1
S009C002P025R001A020_rgb.avi,25,20,2,1,9
S030C002P008R001A109_rgb.avi,8,109,2,1,30
S014C003P025R001A016_rgb.avi,25,16,3,1,14
S015C002P016R002A011_rgb.avi,16,11,2,2,15
S025C003P058R001A080_rgb.avi,58,80,3,1,25
S005C002P013R002A028_rgb.avi,13,28,2,2,5
S006C003P015R001A026_rgb.avi,15,26,3,1,6
S011C001P016R002A043_rgb.avi,16,43,1,2,11
S018C001P008R002A072_rgb.avi,8,72,1,2,18
S015C002P016R001A021_rgb.avi,16,21,2,1,15
S010C003P017R002A046_rgb.avi,17,46,3,2,10
S014C003P025R002A026_rgb.avi,25,26,3,2,14
S006C003P015R002A016_rgb.avi,15,16,3,2,6
S020C003P008R002A074_rgb.avi,8,74,3,2,20
S030C003P085R001A069_rgb.avi,85,69,3,1,30
S031C002P082R002A111_rgb.avi,82,111,2,2,31
S005C002P013R001A018_rgb.avi,13,18,2,1,5
S014C002P025R001A057_rgb.avi,25,57,2,1,14
S010C002P017R001A037_rgb.avi,17,37,2,1,10
S019C003P050R001A082_rgb.avi,50,82,3,1,19
S012C001P008R001A059_rgb.avi,8,59,1,1,12
S029C001P074R002A068_rgb.avi,74,68,1,2,29
S029C001P080R002A108_rgb.avi,80,108,1,2,29
S015C003P016R002A050_rgb.avi,16,50,3,2,15
S010C001P025R001A005_rgb.avi,25,5,1,1,10
S027C003P008R002A114_rgb.avi,8,114,3,2,27
S021C001P058R001A093_rgb.avi,58,93,1,1,21
S030C003P094R002A097_rgb.avi,94,97,3,2,30
S030C001P093R002A117_rgb.avi,93,117,1,2,30
S023C003P056R001A072_rgb.avi,56,72,3,1,23
S015C003P016R001A060_rgb.avi,16,60,3,1,15
S010C002P017R002A007_rgb.avi,17,7,2,2,10
S021C003P057R001A104_rgb.avi,57,104,3,1,21
S027C003P080R002A100_rgb.avi,80,100,3,2,27
S006C002P015R002A057_rgb.avi,15,57,2,2,6
S028C001P046R002A092_rgb.avi,46,92,1,2,28
S010C001P025R002A035_rgb.avi,25,35,1,2,10
S014C001P017R002A055_rgb.avi,17,55,1,2,14
S005C003P013R001A059_rgb.avi,13,59,3,1,5
S011C001P027R001A039_rgb.avi,27,39,1,1,11
S015C001P015R001A059_rgb.avi,15,59,1,1,15
S028C002P070R002A119_rgb.avi,70,119,2,2,28
S008C001P034R002A016_rgb.avi,34,16,1,2,8
S005C001P018R002A047_rgb.avi,18,47,1,2,5
S013C002P028R002A025_rgb.avi,28,25,2,2,13
S020C001P052R002A088_rgb.avi,52,88,1,2,20
S027C002P085R002A074_rgb.avi,85,74,2,2,27
S009C003P025R002A051_rgb.avi,25,51,3,2,9
S003C001P017R001A009_rgb.avi,17,9,1,1,3
S027C001P083R001A109_rgb.avi,83,109,1,1,27
S027C003P084R001A089_rgb.avi,84,89,3,1,27
S013C002P028R001A015_rgb.avi,28,15,2,1,13
S031C002P097R002A066_rgb.avi,97,66,2,2,31
S011C001P027R002A009_rgb.avi,27,9,1,2,11
S008C001P034R001A026_rgb.avi,34,26,1,1,8
S001C002P008R002A057_rgb.avi,8,57,2,2,1
S003C001P017R002A039_rgb.avi,17,39,1,2,3
S007C001P025R002A059_rgb.avi,25,59,1,2,7
S030C003P093R001A072_rgb.avi,93,72,3,1,30
S026C003P049R001A068_rgb.avi,49,68,3,1,26
S023C001P056R002A117_rgb.avi,56,117,1,2,23
S021C001P057R002A061_rgb.avi,57,61,1,2,21
S013C001P025R002A013_rgb.avi,25,13,1,2,13
S010C003P019R002A008_rgb.avi,19,8,3,2,10
S027C001P080R001A065_rgb.avi,80,65,1,1,27
S013C002P017R002A021_rgb.avi,17,21,2,2,13
S008C002P031R001A007_rgb.avi,31,7,2,1,8
S001C001P005R001A051_rgb.avi,5,51,1,1,1
S029C003P008R001A079_rgb.avi,8,79,3,1,29
S017C001P017R001A043_rgb.avi,17,43,1,1,17
S013C001P025R001A023_rgb.avi,25,23,1,1,13
S010C003P019R001A038_rgb.avi,19,38,3,1,10
S029C002P049R002A098_rgb.avi,49,98,2,2,29
S029C002P089R002A087_rgb.avi,89,87,2,2,29
S005C002P015R001A041_rgb.avi,15,41,2,1,5
S013C002P017R001A011_rgb.avi,17,11,2,1,13
S023C003P059R002A080_rgb.avi,59,80,3,2,23
S008C002P031R002A037_rgb.avi,31,37,2,2,8
S026C002P008R002A089_rgb.avi,8,89,2,2,26
S027C001P008R001A071_rgb.avi,8,71,1,1,27
S027C002P086R002A118_rgb.avi,86,118,2,2,27
S026C002P070R001A074_rgb.avi,70,74,2,1,26
S020C002P053R002A110_rgb.avi,53,110,2,2,20
S007C003P001R002A031_rgb.avi,1,31,3,2,7
S006C001P008R002A023_rgb.avi,8,23,1,2,6
S007C003P019R001A054_rgb.avi,19,54,3,1,7
S002C002P008R001A041_rgb.avi,8,41,2,1,2
S020C002P053R001A120_rgb.avi,53,120,2,1,20
S027C002P082R001A091_rgb.avi,82,91,2,1,27
S021C002P055R002A095_rgb.avi,55,95,2,2,21
S007C003P001R001A001_rgb.avi,1,1,3,1,7
S006C001P008R001A013_rgb.avi,8,13,1,1,6
S031C002P098R001A094_rgb.avi,98,94,2,1,31
S003C001P001R002A022_rgb.avi,1,22,1,2,3
S007C002P019R002A025_rgb.avi,19,25,2,2,7
S002C003P008R002A030_rgb.avi,8,30,3,2,2
S005C001P016R001A039_rgb.avi,16,39,1,1,5
S031C003P008R001A094_rgb.avi,8,94,3,1,31
S030C001P081R001A085_rgb.avi,81,85,1,1,30
S005C001P016R002A009_rgb.avi,16,9,1,2,5
S031C001P100R001A070_rgb.avi,100,70,1,1,31
S003C001P001R001A012_rgb.avi,1,12,1,1,3
S007C002P019R001A015_rgb.avi,19,15,2,1,7
S018C002P045R001A068_rgb.avi,45,68,2,1,18
S003C001P019R001A047_rgb.avi,19,47,1,1,3
S007C002P001R001A040_rgb.avi,1,40,2,1,7
S019C002P047R002A064_rgb.avi,47,64,2,2,19
S005C003P015R002A030_rgb.avi,15,30,3,2,5
S012C001P016R001A055_rgb.avi,16,55,1,1,12
S010C002P019R002A049_rgb.avi,19,49,2,2,10
S020C001P008R001A111_rgb.avi,8,111,1,1,20
S008C003P031R001A046_rgb.avi,31,46,3,1,8
S013C003P017R002A060_rgb.avi,17,60,3,2,13
S026C003P050R002A081_rgb.avi,50,81,3,2,26
S019C003P046R001A099_rgb.avi,46,99,3,1,19
S013C003P017R001A050_rgb.avi,17,50,3,1,13
S018C003P008R001A117_rgb.avi,8,117,3,1,18
S013C002P015R001A026_rgb.avi,15,26,2,1,13
S003C002P018R002A038_rgb.avi,18,38,2,2,3
S010C003P013R002A028_rgb.avi,13,28,3,2,10
S009C003P008R002A020_rgb.avi,8,20,3,2,9
S008C001P001R002A032_rgb.avi,1,32,1,2,8
S021C001P055R001A066_rgb.avi,55,66,1,1,21
S013C001P027R001A014_rgb.avi,27,14,1,1,13
S027C001P082R002A062_rgb.avi,82,62,1,2,27
S027C002P078R001A068_rgb.avi,78,68,2,1,27
S031C001P098R002A067_rgb.avi,98,67,1,2,31
S007C001P008R001A018_rgb.avi,8,18,1,1,7
S030C003P091R002A075_rgb.avi,91,75,3,2,30
S011C002P028R002A008_rgb.avi,28,8,2,2,11
S010C003P013R001A018_rgb.avi,13,18,3,1,10
S020C003P054R001A063_rgb.avi,54,63,3,1,20
S026C001P070R002A087_rgb.avi,70,87,1,2,26
S013C002P015R002A016_rgb.avi,15,16,2,2,13
S008C001P019R001A057_rgb.avi,19,57,1,1,8
S003C002P018R001A008_rgb.avi,18,8,2,1,3
S007C001P008R002A028_rgb.avi,8,28,1,2,7
S011C002P028R001A038_rgb.avi,28,38,2,1,11
S005C002P017R002A046_rgb.avi,17,46,2,2,5
S009C003P008R001A010_rgb.avi,8,10,3,1,9
S008C001P001R001A002_rgb.avi,1,2,1,1,8
S013C001P027R002A024_rgb.avi,27,24,1,2,13
S017C001P015R002A044_rgb.avi,15,44,1,2,17
S012C001P025R001A028_rgb.avi,25,28,1,1,12
S014C002P008R001A026_rgb.avi,8,26,2,1,14
S019C002P050R001A114_rgb.avi,50,114,2,1,19
S011C003P019R001A033_rgb.avi,19,33,3,1,11
S029C001P089R001A074_rgb.avi,89,74,1,1,29
S023C003P057R002A119_rgb.avi,57,119,3,2,23
S010C001P018R002A006_rgb.avi,18,6,1,2,10
S027C002P008R002A082_rgb.avi,8,82,2,2,27
S030C002P094R002A101_rgb.avi,94,101,2,2,30
S012C001P025R002A018_rgb.avi,25,18,1,2,12
S027C002P080R002A096_rgb.avi,80,96,2,2,27
S014C002P008R002A016_rgb.avi,8,16,2,2,14
S021C002P057R001A092_rgb.avi,57,92,2,1,21
S011C003P019R002A003_rgb.avi,19,3,3,2,11
S010C001P018R001A036_rgb.avi,18,36,1,1,10
S028C003P008R001A072_rgb.avi,8,72,3,1,28
S010C001P008R002A044_rgb.avi,8,44,1,2,10
S011C003P001R002A056_rgb.avi,1,56,3,2,11
S025C002P058R001A116_rgb.avi,58,116,2,1,25
S011C002P001R001A027_rgb.avi,1,27,2,1,11
S015C001P019R001A020_rgb.avi,19,20,1,1,15
S019C001P047R001A097_rgb.avi,47,97,1,1,19
S014C003P008R002A057_rgb.avi,8,57,3,2,14
S011C002P019R002A042_rgb.avi,19,42,2,2,11
S031C003P082R002A087_rgb.avi,82,87,3,2,31
S031C001P085R002A107_rgb.avi,85,107,1,2,31
S011C002P001R002A017_rgb.avi,1,17,2,2,11
S015C001P019R002A010_rgb.avi,19,10,1,2,15
S024C003P057R002A079_rgb.avi,57,79,3,2,24
S031C002P100R002A083_rgb.avi,100,83,2,2,31
S032C002P008R002A114_rgb.avi,8,114,2,2,32
S025C003P055R001A075_rgb.avi,55,75,3,1,25
S005C003P017R001A037_rgb.avi,17,37,3,1,5
S011C003P028R002A049_rgb.avi,28,49,3,2,11
S010C002P013R001A059_rgb.avi,13,59,2,1,10
S003C003P018R001A049_rgb.avi,18,49,3,1,3
S013C003P015R002A057_rgb.avi,15,57,3,2,13
S005C003P017R002A007_rgb.avi,17,7,3,2,5
S030C002P081R002A076_rgb.avi,81,76,2,2,30
S009C002P008R001A051_rgb.avi,8,51,2,1,9
S021C003P057R001A100_rgb.avi,57,100,3,1,21
S010C002P017R002A003_rgb.avi,17,3,2,2,10
S027C003P080R002A104_rgb.avi,80,104,3,2,27
S030C003P094R002A093_rgb.avi,94,93,3,2,30
S030C001P093R002A113_rgb.avi,93,113,1,2,30
S026C001P049R002A109_rgb.avi,49,109,1,2,26
S023C003P056R001A076_rgb.avi,56,76,3,1,23
S014C001P017R002A051_rgb.avi,17,51,1,2,14
S010C001P025R002A031_rgb.avi,25,31,1,2,10
S029C001P008R002A118_rgb.avi,8,118,1,2,29
S028C001P046R002A096_rgb.avi,46,96,1,2,28
S027C003P008R001A120_rgb.avi,8,120,3,1,27
S006C002P015R002A053_rgb.avi,15,53,2,2,6
